Country Name,Country Code,Series Name,Series Code,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Albania,ALB,Trade (% of GDP),NE.TRD.GNFS.ZS,51.01103036,63.45407313,66.49102403,68.52506822,67.02056104,67.04718731,70.87234678,74.26709024,83.20208011,77.4517515,75.0949144,76.54339024,81.21856893,76.51020062,75.87371385,75.4078456,71.80100634,74.80986282,78.19424953,76.80818413,76.27919465,59.82972943,76.01798211,85.14968052
Algeria,DZA,Trade (% of GDP),NE.TRD.GNFS.ZS,50.92910934,62.85834364,58.70616423,61.13417145,62.12477303,65.70142185,71.27860096,70.73001244,71.93812904,76.68451817,71.32433055,69.86666126,67.47430173,65.4049792,63.61082367,62.41431601,59.6951286,55.92566788,55.32140302,58.0655601,51.80973844,45.33065612,53.19552703,59.04228424
American Samoa,ASM,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,210.9375,207.4427481,202.3575639,223.2,229.8174442,218.1467181,249.8214286,161.3333333,157.9406632,157.5438596,176.40625,173.8244514,174.8055988,162.4071322,159.1654247,161.4379085,171.8309859,156.568779,154.368932,136.8,124.684271
Angola,AGO,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,105.3017426,103.9012296,103.5799471,106.5909621,94.62515933,108.0600679,121.3647085,122.4461441,104.1236353,99.98250633,91.80009734,86.81193276,79.33292278,62.88851609,53.37015807,52.25682223,66.37801333,57.82953812,65.94202893,74.46449859,68.17010045
Argentina,ARG,Trade (% of GDP),NE.TRD.GNFS.ZS,21.38274496,22.62244478,21.85225545,41.75272436,40.64474803,40.69264611,40.55127097,40.43347987,40.94517062,40.40267338,34.05712691,34.97101326,35.206155,30.52654237,29.333929,28.40679365,22.48622609,26.09388785,25.28960114,30.76253595,32.63061505,30.20369881,32.93002425,31.65051398
Armenia,ARM,Trade (% of GDP),NE.TRD.GNFS.ZS,70.56047914,72.23333023,69.86426639,73.98450184,80.0513676,73.07063399,70.13973858,61.03013798,56.97504709,54.54232796,57.27423574,64.64297597,69.43557366,75.96167596,77.55504816,75.77886696,71.68207434,76.07796746,87.20237654,92.47310702,96.11415413,69.48880754,79.66988882,101.0064924
Aruba,ABW,Trade (% of GDP),NE.TRD.GNFS.ZS,164.5590143,145.0728795,140.3911086,133.2307714,132.7942913,132.4309298,145.0502801,141.0426267,139.9723095,139.1101498,137.5565759,135.4646547,154.4377869,156.6451972,161.8912803,162.8820521,145.8336633,142.2397634,143.8042955,145.2135524,145.3435727,124.1623751,139.9000872,160.4592566
Australia,AUS,Trade (% of GDP),NE.TRD.GNFS.ZS,39.02979542,40.93521098,44.2187045,41.4490922,40.20156691,37.00961359,39.16074697,41.55944717,42.00802003,42.8467764,45.74086303,40.51063301,41.83735112,43.14902469,41.25019106,42.4430282,41.59428041,40.79464187,41.94220912,43.34707849,45.74896336,44.14304559,39.70236024,45.13674444
Austria,AUT,Trade (% of GDP),NE.TRD.GNFS.ZS,78.26014034,85.36049562,87.53666476,86.948168,86.38738242,90.79234569,94.03380568,98.08831121,100.7332541,102.0736827,87.06223097,99.01979624,105.1027886,105.1521774,104.0664141,103.5035353,102.4273154,100.9820783,104.9388449,107.9236395,107.8925146,99.70829518,110.9849581,123.6854387
Azerbaijan,AZE,Trade (% of GDP),NE.TRD.GNFS.ZS,69.82596488,78.54856828,78.81518549,92.81814433,107.5519485,121.5071159,115.8418846,105.2623998,96.64180815,89.24289686,74.74404168,74.98598846,80.50804501,78.26306954,74.67584476,69.4832252,72.60150791,90.07731873,90.40231568,91.67257654,85.81814541,72.01786765,76.28686569,87.07775332
"Bahamas, The",BHS,Trade (% of GDP),NE.TRD.GNFS.ZS,75.70273833,79.64494389,72.50088064,70.27798171,71.06354051,76.00198337,81.39627092,87.5507143,88.01281556,87.42922288,76.52104396,78.67560243,88.33368916,84.25152047,86.84045981,85.17968437,73.48473815,70.72029138,72.47806749,76.17278877,72.39924342,59.03676214,67.75824977,80.19678385
Bahrain,BHR,Trade (% of GDP),NE.TRD.GNFS.ZS,141.8316988,135.8091353,127.0262663,131.1336342,128.0915822,140.73731,148.3135251,147.1041811,137.7850506,145.8825111,117.9637254,120.4723945,174.155268,185.8846506,191.8725541,175.5678369,154.931375,139.6205555,143.0866673,150.8060546,141.700835,140.2180124,159.8729805,0
Bangladesh,BGD,Trade (% of GDP),NE.TRD.GNFS.ZS,28.38794056,29.32171436,32.09801707,28.96738072,27.6578849,26.85823415,34.39693486,38.11192443,39.94238265,42.62091403,40.09279622,37.80284267,47.42084984,48.11092275,46.29640272,44.5140802,42.08599631,31.33415013,29.99972938,32.51463542,31.57805128,26.27144738,27.7240047,33.77996727
Barbados,BRB,Trade (% of GDP),NE.TRD.GNFS.ZS,88.19100556,90.5785259,86.36274349,83.47175278,90.09191463,92.04674118,97.61618013,96.5168526,91.14356012,94.53738049,88.46041877,86.89957296,86.61627008,87.15497903,92.0350866,89.54881468,87.17046895,78.47541965,76.28247501,81.03908811,80.85506731,65.29923187,70.18342102,78.34805568
Belarus,BLR,Trade (% of GDP),NE.TRD.GNFS.ZS,120.8351178,141.609166,137.0449305,131.0020583,134.1418523,142.1365104,118.8843517,124.2951039,128.153878,129.5994785,108.6356448,115.917973,157.9742551,153.0852693,119.8159652,110.6516586,115.9136915,125.2093229,133.368007,139.3933944,130.8501321,118.9338837,136.0144506,121.5828691
Belgium,BEL,Trade (% of GDP),NE.TRD.GNFS.ZS,125.1699905,142.2301351,139.5768398,136.0851495,132.7155528,136.9184053,144.5290507,149.5675093,152.4684469,161.0884478,135.4060405,149.9976731,161.4937237,160.7460302,157.850845,158.7832159,154.1925465,157.665026,165.3258363,166.4947871,164.1662151,155.2634338,174.0840857,193.0921589
Belize,BLZ,Trade (% of GDP),NE.TRD.GNFS.ZS,93.5850282,96.88969989,93.47481649,93.36863061,94.71776019,86.75263903,93.38684209,99.27153769,96.34949688,105.8596287,89.92927337,95.39914617,107.6641253,112.1955197,109.3947139,107.7736329,103.9944185,96.45726006,97.67981714,100.6865128,102.2013035,81.62547245,99.14700333,107.9506843
Benin,BEN,Trade (% of GDP),NE.TRD.GNFS.ZS,54.39178915,47.3481515,48.25717064,43.76842254,41.61623056,39.90297434,39.09593119,39.77469871,49.11378415,47.77535927,44.70262906,51.43085995,47.21702881,50.73673678,59.20019183,65.26827494,56.75631318,58.98692834,61.47659696,61.79519449,63.68133231,44.83323338,48.05486083,50.93352007
Bermuda,BMU,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,0,0,0,0,0,0,0,0,74.59508034,76.27043681,73.78230306,76.2701067,76.51674746,73.29549852,72.74990938,72.39242845,77.55527038,77.56010165,69.19588038,74.08940397,78.3328916
Bhutan,BTN,Trade (% of GDP),NE.TRD.GNFS.ZS,85.86620598,80.35345515,76.42748593,75.47709853,78.63080373,95.94431022,105.5242322,116.5497824,114.9338032,109.4032625,109.569558,115.9244961,114.4008334,104.1868418,105.1993064,96.32561437,97.88095484,83.40888503,76.78839774,79.739721,76.12351742,71.83035576,77.58245145,0
Bolivia,BOL,Trade (% of GDP),NE.TRD.GNFS.ZS,44.16825649,45.59777502,45.22782243,49.35026037,51.96783644,57.46426609,67.64194136,74.53784843,76.06191145,82.8670209,68.62707391,75.51162625,82.48039542,84.94876117,81.23090753,85.26446956,67.93284519,56.4010345,56.70465276,57.10996461,56.39730673,45.50326262,59.02139656,67.75589878
Bosnia and Herzegovina,BIH,Trade (% of GDP),NE.TRD.GNFS.ZS,121.8205416,85.35774313,86.03573266,78.72747949,80.56945726,81.81268362,84.35546282,79.82994778,83.55185889,86.16287984,73.74749423,80.96821596,87.83634771,88.14510886,87.93124131,90.55228069,88.29198984,88.24403517,96.64587914,98.4320912,94.51612789,82.11126526,96.06508726,110.2829161
Botswana,BWA,Trade (% of GDP),NE.TRD.GNFS.ZS,98.9290812,91.92472969,87.52506557,91.83577406,85.83404252,90.99782289,88.50535206,86.61243391,98.49652494,99.00822201,88.48078863,94.63900209,98.96146778,111.8752806,125.7830399,119.4975418,112.900891,100.4646898,81.92395138,87.45510399,83.09298136,77.66321281,88.82087794,85.46706163
Brazil,BRA,Trade (% of GDP),NE.TRD.GNFS.ZS,20.98216648,22.63976136,26.93628502,27.6183574,28.14038472,29.67825248,27.08679521,26.04169989,25.29261137,27.25756942,22.1059756,22.77217811,23.93440518,25.11427361,25.78595733,24.68540582,26.95362594,24.53368208,24.31973437,28.87620337,28.89025787,32.30207854,38.18142864,39.33999137
Brunei Darussalam,BRN,Trade (% of GDP),NE.TRD.GNFS.ZS,104.2195716,103.1716255,108.7188707,108.7479691,105.2584676,100.5895707,97.45761662,96.94114936,95.75046726,105.9138441,108.5726365,95.36894596,99.53654036,105.641024,110.9368788,102.4209688,89.89379008,87.31826708,85.17674905,93.8978591,108.5096584,110.2910037,147.1231124,146.9739659
Bulgaria,BGR,Trade (% of GDP),NE.TRD.GNFS.ZS,90.07496166,77.74570416,79.08136875,75.26961101,79.01388537,93.06389796,99.71421121,111.0474628,123.5325577,124.6887475,92.6926456,103.3805223,117.4181039,123.9713227,129.688683,130.2679914,126.7355247,122.8538796,129.7397435,128.9016126,124.6887012,110.3285937,120.9746534,138.1828294
Burkina Faso,BFA,Trade (% of GDP),NE.TRD.GNFS.ZS,35.25481578,35.12294197,31.65817081,31.31252285,30.36823641,35.4809436,34.17216977,35.10654236,33.77971729,35.38531698,40.29598367,49.07323854,57.4972531,61.23860798,64.0358513,58.82356249,59.08918131,57.8931728,59.2687802,60.59562562,60.40869288,60.70524711,62.59464111,64.84537236
Burundi,BDI,Trade (% of GDP),NE.TRD.GNFS.ZS,23.53974528,22.55372449,20.96404561,21.67382941,27.37631208,31.57611818,35.09999884,42.4,38.79999877,47.19999958,35.80000356,39.5000054,43.00000284,43.70537319,46.60407909,42.99502581,22.83828342,23.04372526,22.2402931,26.59970246,29.02621,26.77333,28.81866,28.31532036
Cabo Verde,CPV,Trade (% of GDP),NE.TRD.GNFS.ZS,80.96901996,87.52060836,92.1637225,101.0897023,98.76838081,101.56717,104.3438399,117.8166972,94.20620754,90.96638827,80.46095613,85.54844988,90.55645011,90.64991655,86.16986003,91.30385241,94.00853014,95.37813986,100.0521339,105.8675241,103.6026565,78.39345459,78.46961917,97.66582457
Cambodia,KHM,Trade (% of GDP),NE.TRD.GNFS.ZS,94.17688808,111.6095341,114.1410517,119.6929361,123.0808122,134.5114174,136.8319301,144.6144535,138.2681469,133.3202594,105.1384754,113.6037182,113.5818435,120.5974375,130.0464867,129.6122323,127.864067,126.950029,124.7877735,124.8986128,123.5565238,123.9907416,129.1114515,123.1871324
Cameroon,CMR,Trade (% of GDP),NE.TRD.GNFS.ZS,37.23837985,47.92794425,51.57226919,48.48172273,40.24319259,41.83774243,44.99768135,47.10443418,53.21569086,56.92441716,42.17610736,47.2385854,51.5219876,50.03601273,49.67453635,50.83238931,45.54014683,40.63863153,39.19902161,40.58760288,43.37851325,33.7389805,36.74584438,41.28693131
Canada,CAN,Trade (% of GDP),NE.TRD.GNFS.ZS,80.11502931,82.76535785,78.34421839,75.70703208,69.84009462,70.19241999,69.75913302,68.05216448,66.28341975,67.02360836,58.47439182,60.2081215,62.49873877,62.59554894,62.2310749,64.37866216,66.16490207,65.36368452,65.10106085,66.59988585,66.17148528,61.15677096,62.42416441,67.55889637
Chad,TCD,Trade (% of GDP),NE.TRD.GNFS.ZS,50.50786776,51.57117201,64.32190804,126.3508078,83.37891496,101.7685909,85.84674503,95.91322863,84.73102386,80.28966642,77.10946437,80.39070929,80.68107489,80.57561968,72.64891576,76.62652317,66.56416435,63.29692513,73.57500818,74.20475373,74.57052556,68.73036014,82.98477687,90.76282956
Chile,CHL,Trade (% of GDP),NE.TRD.GNFS.ZS,54.69560983,58.71192309,62.14476697,62.4838519,65.69341959,69.88936005,72.06253424,73.71163505,76.97702471,80.67662624,66.68603096,69.71768014,72.48164281,68.15614289,65.14328795,65.63462812,59.34911048,56.05786109,56.02615897,58.17705063,57.54685753,58.13342703,64.72162465,75.01835435
China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,33.52416176,39.41101485,38.52735927,42.74740363,51.803988,59.50552422,62.20789287,64.4788839,62.19336348,57.61271534,45.18487038,50.71707766,50.74090459,48.26752237,46.74437558,44.90521595,39.46416934,36.89441502,37.63241324,37.5657841,35.89009603,34.7542957,37.30199087,38.14381803
Colombia,COL,Trade (% of GDP),NE.TRD.GNFS.ZS,36.14927931,32.66708547,33.90111179,32.98263921,36.51618352,35.86342693,37.42269749,39.64135596,37.0988971,39.16764942,35.15612851,34.26460317,39.47042355,38.83515102,37.9866488,37.48746564,38.36076412,36.20265298,35.28291494,36.5347528,37.55853398,34.13146886,40.2455672,48.36616975
Comoros,COM,Trade (% of GDP),NE.TRD.GNFS.ZS,35.75715709,35.75747855,35.75722888,35.75711907,35.75695913,35.75706312,35.75740933,35.75727456,33.15617921,36.21852635,37.89692233,39.55013697,40.00099559,40.81041894,39.24329527,39.2358232,37.80495207,37.13287972,40.16435892,42.99615334,42.26807854,33.72993462,42.27772873,47.78172661
Democratic Republic of the Congo,COD,Trade (% of GDP),NE.TRD.GNFS.ZS,41.17766082,27.01440292,25.04193751,29.31684564,54.03135618,49.33641463,52.3146047,47.96325962,80.14205505,83.77229165,62.94687936,90.74761029,85.19814419,68.3517114,77.46594515,78.69015012,59.33243096,55.92521026,74.29137962,69.91972915,55.23515804,58.49175733,80.48131142,95.16421928
"Congo, Rep.",COG,Trade (% of GDP),NE.TRD.GNFS.ZS,131.3941903,123.9098844,130.7324811,135.4560711,156.8617773,131.3681987,119.5528923,125.600763,148.5866254,133.1084867,135.5523657,124.0647544,124.5917427,97.44443515,93.00286339,104.1976201,117.3207216,122.2598183,94.61709526,100.5832168,91.57575772,69.30662069,85.54620123,98.16151068
Costa Rica,CRI,Trade (% of GDP),NE.TRD.GNFS.ZS,87.53861379,86.52492353,80.85275872,80.41394434,83.32770754,85.2564772,89.22266389,89.81455461,86.45659584,86.40151271,69.75931772,67.51208968,68.63914651,67.0485393,64.06641059,65.19124205,60.75356194,62.17847818,65.07195374,66.94534202,65.76053002,60.13988625,70.7816423,79.65919533
Cote d'Ivoire,CIV,Trade (% of GDP),NE.TRD.GNFS.ZS,55.89356269,54.96399163,53.11410472,55.90194823,53.26006068,58.1182963,62.82093604,63.69037706,61.43094235,61.9406213,66.67290375,67.47294008,64.71590306,70.30108932,58.35267925,53.68041756,52.71286474,47.56557836,48.66250747,46.03750871,44.52749194,41.10945675,45.12434559,52.33567162
Croatia,HRV,Trade (% of GDP),NE.TRD.GNFS.ZS,66.28142854,74.62190276,79.45547531,81.16018734,81.41841998,81.60753892,81.46960237,83.48659287,83.22083429,82.02114225,69.95919519,72.83996951,77.97085482,79.27346947,81.403017,85.59664312,90.90550966,92.37994969,97.43566696,99.36501737,101.3752387,89.84831075,102.2016831,124.5176672
Cuba,CUB,Trade (% of GDP),NE.TRD.GNFS.ZS,31.86893225,31.07598788,29.36109638,24.72931335,26.58713358,31.31141533,39.36137443,37.18801429,37.96760966,44.91722075,32.91398196,40.2919413,46.96042905,45.86620363,44.32389693,39.27415285,31.61381248,27.2692227,26.22284939,27.0834485,22.82079445,15.68301603,80.02378499,88.80303699
Curacao,CUW,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,0,0,0,134.9114598,144.5555111,146.0491225,166.7395417,144.7023417,143.9322118,172.9234178,183.2364608,166.4061489,164.3598175,148.3138162,139.0529782,139.8124492,155.268858,0,0,0,0
Cyprus,CYP,Trade (% of GDP),NE.TRD.GNFS.ZS,131.2093199,137.4949422,131.849091,123.6413425,114.0046685,113.9036053,111.9170728,109.8063265,111.2749513,112.925717,102.7908607,109.1886986,110.9245942,112.6597666,121.2311476,131.2394992,137.7384784,139.6425126,148.5045143,148.9572332,151.9444917,162.7311824,174.8596076,189.7574576
Czechia,CZE,Trade (% of GDP),NE.TRD.GNFS.ZS,85.99922858,98.0463389,99.01245616,91.33465032,94.97352886,113.48896,121.2979604,127.0283819,129.7790173,123.7424991,112.7972445,128.0289115,137.8628189,146.5288566,146.422417,157.5749822,155.1756635,150.5862673,150.5326525,147.9485233,141.7710237,133.1483198,142.4950116,151.9230582
Denmark,DNK,Trade (% of GDP),NE.TRD.GNFS.ZS,72.69719795,82.98395105,83.96857587,84.55697481,80.8817074,82.20776527,89.39974086,97.3667362,100.0678512,104.8282299,89.75503929,94.09997689,101.2457955,103.2409703,103.0501411,102.2639163,104.0482284,100.1688288,102.9793899,106.9749964,110.2248286,103.7558813,110.7122085,128.929664
Djibouti,DJI,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.9965151,299.3678629,268.3634563,213.0719986,305.9679664,300.3986867,320.939003,222.8379833,264.0202535,340.1940146
Dominica,DMA,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,0,0,0,0,87.96503682,91.17349764,96.91539152,84.32639152,89.13322283,90.4307458,84.00079257,87.7248402,117.4891116,107.7877246,101.7823399,102.6281965,106.9605042,0,0,0,0
Dominican Republic,DOM,Trade (% of GDP),NE.TRD.GNFS.ZS,76.30275328,79.3003931,70.51056781,68.7232829,84.44950319,81.35142294,61.65355874,63.76648264,61.94723068,61.39205309,50.61228261,55.99993607,58.9896659,58.38867388,56.68175612,55.49642325,52.17107772,51.58597126,50.22508542,52.05596639,51.01114492,44.29365655,52.73486707,54.23152556
Ecuador,ECU,Trade (% of GDP),NE.TRD.GNFS.ZS,49.2012508,59.4646993,50.74505716,49.37654964,47.24163069,50.66524037,56.0998297,59.70978319,62.58713843,68.05694738,52.10484902,60.30323871,64.49023889,61.75111241,59.60615606,57.70816899,45.24387715,38.52134034,42.42172139,46.36213095,46.07682119,41.37523008,51.38600857,57.69026362
Egypt,EGY,Trade (% of GDP),NE.TRD.GNFS.ZS,38.36150845,39.0179359,39.81042654,40.98706783,46.17964072,57.81990521,62.95264624,61.51853651,65.07787325,71.68062535,56.55344464,47.93635007,45.25563416,40.71176927,40.37303806,36.92018779,34.84594296,30.24654905,42.83213436,45.91101967,41.12401716,32.12625557,29.85697348,36.98310488
El Salvador,SLV,Trade (% of GDP),NE.TRD.GNFS.ZS,60.99048962,68.7100889,65.89073854,65.91909078,68.23698248,69.78226418,69.71581168,73.45556751,77.62105603,80.66597394,66.07119117,73.53728767,79.2766437,77.64857162,80.45119449,78.10442575,76.56027074,72.81909337,74.30465119,75.63361689,76.0420131,66.06208243,80.77276203,86.79858733
Equatorial Guinea,GNQ,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,0,0,0,131.0244718,118.5327824,134.0837899,128.6880066,122.2120771,144.668225,114.3773466,116.6754225,106.8932849,104.3791987,98.87805917,92.60073072,102.4282583,103.6456816,94.87879243,77.92788464,84.27978685,87.51983509
Eritrea,ERI,Trade (% of GDP),NE.TRD.GNFS.ZS,96.25923618,67.88136193,72.06271096,76.59016366,74.00782429,65.57090685,61.10603102,45.26084605,34.55955953,30.56095005,27.97214161,37.47146546,47.39379012,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,Trade (% of GDP),NE.TRD.GNFS.ZS,144.1164536,126.4956102,126.4569879,123.3182147,122.7768752,129.978208,135.9388166,136.6432209,133.9876013,136.6890511,116.7647477,143.6782241,167.3919798,170.7599264,166.4528345,160.2414747,150.9371897,150.4086967,147.5637224,145.9202961,143.7545303,138.4663387,156.9580491,171.5674809
Eswatini,SWZ,Trade (% of GDP),NE.TRD.GNFS.ZS,146.2665447,156.4020239,155.9719144,175.7979933,172.0920312,150.1744096,124.5380371,106.9245947,114.8513281,112.9889489,107.3542511,106.6674434,80.76129963,79.66686772,86.80129593,88.34102188,84.08971156,86.65163682,87.79836788,84.74748839,89.18862169,86.88450523,88.95205724,91.42298363
Ethiopia,ETH,Trade (% of GDP),NE.TRD.GNFS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,48.23293541,45.39790418,41.47178708,40.74108415,39.65612414,34.8990528,31.1036313,31.19937494,28.81530101,24.00611364,24.29896725,26.56683564
Euro area,EMU,Trade (% of GDP),NE.TRD.GNFS.ZS,63.03512704,70.80273079,70.05271884,67.6871077,66.33920677,69.2213733,72.466111,76.77929097,78.57619142,79.6464338,69.40724367,77.47889559,82.92011205,84.55907073,84.04174728,84.62810425,86.11983049,85.04967547,88.1637892,89.8002491,89.95486287,82.84391151,90.51958865,103.3178239
Faroe Islands,FRO,Trade (% of GDP),NE.TRD.GNFS.ZS,100.4919283,110.5453534,104.9043669,98.62315601,108.2582901,93.41539891,100.9627594,97.39471776,99.50600413,103.4962225,96.86080803,97.18244346,105.8464535,117.1577937,114.0622828,106.1425392,105.6106716,104.552703,107.2389084,106.8746648,108.623246,96.51231444,104.7476479,124.912667
Fiji,FJI,Trade (% of GDP),NE.TRD.GNFS.ZS,122.8022338,135.8956415,129.9973418,126.0525791,128.9759699,125.1219876,117.7400794,118.0483317,110.3895149,130.997848,108.8691174,121.2279034,124.4761259,125.2857917,126.3483867,110.8123056,101.1890486,97.17449078,97.02166259,103.23542,107.4114638,72.3435755,81.72520896,117.2593702
